German,Occidental
Spion,spion
spionieren,spionar
Spionage,spionage
Ähre,spica
"scharf, gewürzt",spicat
Gewürz,spice
würzen,spicear
Lebensmittelladen,spicería
Lebensmittelhändler,spicero
Stachelbeere,spin-crusbere
"Dorn, Stachel",spine
Rückgrat,spine dorsal
Spinat,spinace
Spindel,spindle
stachelig,spinosi
Spion,spion
Atem,spira
Spiral-,spiral
Spirale,spirale
atmen,spirar
Atmung,spiration
Geist (überirdisches Wesen),spirite
Spiritismus,spiritisme
"Spiritist, Geisterbeschwörer",spiritist
"Geist, Seele, Verstand",spíritu
Zeitgeist,spíritu del epoca
geistig,spiritual
geistreich,spirituosi
Milz,splen
glänzend,splendent
"leuchten, glänzen",splender
"leuchtend, glänzend",splendid
"Glanz, Leuchten",splendore
Scheit,splint
splittern,splittrar
Splitter,splittre
berauben,spoliar
"Plünderung, Raub",spoliation
verloben,sponder
schwammartig,spongatri
Schwamm,spongie
schwammig,spongiosi
Braut,sponsa
Brautjungfer,sponsaria
Bräutigam,sponso
"spontan, freiwillig",spontan
"Spontanität, Freiwilligkeit",spontanitá
Spore,spor
"sporadisch, einzeln auftretend",sporadic
"Sporn, Ansporn",sporn
anspornen,spornar
Sport,sport
Sportler,sportist
Sportler,sportmann
Sprotte (Fisch),sprat
"Spiritus, Sprit",sprite
Spiritus haltig,spritosi
Strahl (einer Flüssigkeit),spruzza
Spray,spruzzalia
spritzen,spruzzar
Sprinkler,spruzzette
Spritze,spruzzuore
Spule,spule
spulen,spular
"Spucke, Speichel",sputage
spucken,sputar
Spucknapf,sputiere
Schwadron,sqadron
Haifisch,squale
jäher Windstoß,squall
Schuppen (von Fischen und Reptilien),squame
Winkelmaß,squatre
Fechtkunst,squerma
fechten,squermar
Fechten,squermation
Fechter,squermator
Skelett,squelette
stabil,stabil
stabilisieren,stabilisar
Stabilität,stabilitá
"Stadium, Phase",stadie
Stadion,stadion
stillstehend,stagnant
stillstehen,stagnar
"Stillstand, Stagnation",stagnation
"Teil, Weiher",stagne
Stahl,stal
Stalagmit,stalacmite
Stalaktit,stalactite
stählen,stalar
stählern,stalin
Stall,stalle
Hengst,stallon
Staubfaden,stámine
Stempel,stamp
stempeln,stampar
Stempeln,stampation
Stempel,stampatura
"Befinden, Gesundheitszustand",standa
gut gehen,standar bon
"sich befinden, gehen",standar
"Silberpapier, Alufolie",stanniol
Zinn,stanno
aufstehen,stantar se
stapeln,staplar
Stapel,staple
stehen,star
anstehen,star in linea
stehend,starant
Stehen,staration
stehend,starativ
starten,startar
Start,starte
staatlich,statal
Staat,state
statisch,static
Statik,statica
"Bahnhof, Haltestelle",station
Staatsmann,statmann
"Zustand, Status",statu
Zustand-,statual
"festsetzen, bestimmen, anordnen",statuer
"Wuchs, Statur, Figur",statura
"Statuts-, Geschäftsordnungs-",statutari
Geschäftsordnung,statute
Sternen-,stellari
Stern,stelle
Stelte,stelte
Stief-,step-
Stieftochter,stepfilia
Stiefsohn,stepfilio
Stiefmutter,stepmatre
Stiefvater,steppatre
düngen,stercar
"Mist, Kot, Dünger",sterco
Ster (Maß),stere
"steril, unfruchtbar, unproduktiv",steril
"Sterilität, Unfruchtbarkeit",sterilitá
sterilisieren,sterilisar
Sterilisation,sterilisation
"Sterlet, Zwergstörs",sterlete
niesen,sternutar
Niesen,sternutation
"Stigma, Wundmal, Brandmal. Narbe",stigma
stigmatisch,stigmatic
stigmatisieren,stigmatisar
Stil,stil
Stilist,stilist
Stilistik,stilistica
Füller,stiló
Kugelschreiber,stiló a bul
Anreiz,stimul
"stimulieren, einen Anreiz geben",stimular
Stimulation,stimulation
stimulativ,stimulativ
Stipendium,stipendie
Steuermann,stirmann
Stängel,stipite
Steuer,stir
Lenkrad,stir-rote
steuern,stirar
Steiermark,Stiria
steiermärkisch,stirian
stauen,stivar
Stauung,stivation
"Warenlager, Lager",stock
"Stoff, Materie",stoffe
stoisch,stoic
Stoik,stoicisme
Stoiker,stoico
Stola,stola
Magen-,stomacal
Magen,stomac
"stoppen, anhalten",stoppar
Stoppel,stopple
Storch,storc
Sturm,storm
stürmen,stormear
stürmisch,stormosi
"dampfen, schmoren",stovar
schielend,strab
schielen,strabar
Straße,strada
Gasse,stradette
Straßenlaterne,stradlaterne
Gestrampel,stramplada
strampeln,stramplar
stranden,strandar
"seltsam, merkwürdig",strangi
Merkwürdigkeit,strangitá
"erwürgen, strangulieren",strangular
"Erwürgen, Strangulieren",strangulation
"Riemen, Schlinge",strap
strapazieren,strapaciar
Strapaze,strapacie
strapaziös,strapaciosi
"Kriegslist, Kunstgriff",stratagema
Schicht,strate
Strategie,strategie
Stratege,stratego
schichten,stratificar
Schichtung,stratification
sofort,strax
Strich,strec
streichen,strecar
eng,strett
Enge,strette
"abstreifen, ausziehen",striar
Strychnin,stricnine
"streng, strikt",strict
"Strenge, Striktheit",strictesse
"gellend, kreischend",strident
"kreischen, schreien",stridenter
"Geschrei, Gekreische",stridentie
"Streifen, Abstreifen, Ausziehen",strie
Striegel,strigul
striegeln,strigular
Steigbügel,stripp
Handstreich,stroc
Strauß (Vogel),struce
"herumstolzieren, prahlen",strucear
Struktur,structura
strukturell,structural
Kropf,struma
Strumpf,strump
Socken,strumpettes
Stuck,stucca
mit Stuck versehen,stuccar
Stuckatierung,stuccation
Stuckateur,stuccator
Studierzimmer,studiatoria
Student,studiante
studieren,studiar
Studium,studie
"Stopfung, Polsterung",stuffage
"stopfen, polstern",stuffar
Stuhl,stul
dumm,stult
Dummheit,stulteríe
Dummheit,stultesse
Dummkopf,stulto
Dummkopf,stulton
"Stummel, Stumpf",stump
"verkümmert, zurückgeblieben",stumpat
verblüffend,stupend
bestürzend,stupefant
"auf höchste erstaunen, bestürzt sein",stupefar
Erstaunen,stupefation
verblüffen,stuper
"doof, stumpfsinnig",stupid
"Dummheit, Stumpfsinn",stupiditá
Benommenheit,stupore
Werg,stupp
Stör (Fisch),stur
Star (Vogel),sturn
"sein, ihr (Possessivpronomen 3. Pers. Sgl.)",su
"lieblich, köstlich, anmutig, liebenswürdig",suavi
"Anmut, Liebenswürdigkeit",suavitá
unter,sub
Unteroffizier,sub oficero
Vorstadt,subborg
Unterhemd,subcamise
plötzlich (adj.),subit
plötzlich (adv.),subitmen
"Untertan, Subjekt",subjecte
unterwerfen,subjecter
Unterwerfung,subjection
subjektiv,subjectiv
Subjektivität,subjectivitá
"unterjochen, unterwerfen",subjugar
"Unterjochung, Unterwerfung",subjugation
Konjunktiv,subjunctive
"aufheben, aufwerfen, in Wallung bringen, aufwiegeln",sublevar
Aufheben,sublevation
"erhaben, prächtig, überragend",sublim
sublimieren,sublimar
Erhabenheit,sublimitá
unterseeisch,submarin
"sinken, untertauchen",submerser
Untertauchen,submersion
"Unterwerfung, Unterordnung",submission
"unterordnen, unterbreiten",submitter
"unterwerfen, unter seine Botmäßigkeit bringen",submisser
unterordnen,subordinar
untergeordnet,subordinat
Unterordnung,subordination
lächeln,subrider
Lächeln,subrise
jemanden in eines anderen Recht und Stelle setzen,subrogar
"unterschreiben, abonnieren",subscrir
Unterschrift,subscrition
Unterzeichner. Abonnent,subscritor
Unterschrift,subscritura
"aufeinanderfolgend, anschließend",subsequent
"aufeinanderfolgend, sich anschließen",subsequer
unterstützen mit Geld,subsidiar
"Hilfsgeld, Subvention",subsidie
"Subsistenz, Fortbestand",subsistentie
"fortbestehen, in Kraft bleiben, seinen Unterhalt haben",subsister
substantiell,substantial
"Stoff, Materie, Kern, Gehalt",substantie
"substanzhaltig, substanziell",substantiosi
"Substantiv, Hauptwort",substantive
substantivisch,substantivic
substantivieren,substantivisar
"ersetzen, unterschieben, sich an die Stelle setzen",substituer
"Ersetzung, Substitution",substitution
Futter (bei Kleidung),substoff
unterstreichen,substrecar
Unterstreichung,substrecation
Untertasse,subtasse
Estrich,subtegment
Stütze,subtene
Büstenhalter,subtene-pectore
"unterstützen, stützen, unterhalten, stärken, tragen",subtener
"Unterstützung, Stützung",subtention
Ausflucht,subterfuge
unterirdisch,subterran
"fein, zart, leicht eindringend, spitzfindig, subtil",subtil
"Subtilität, Spitzfindigkeit",subtilitá
"abziehen, entziehen",subtraer
"Abziehen, Subtraktion",subtration
"vorstädtisch, suburban",suburban
Vorstadt,suburbe
"Zuschuss, Unterstützung, Subvention",subvention
"subventionieren, unterstützen",subventionar
"Umsturz, Subversion",subversion
umstürzen,subverter
Unterkleid,subveste
saugen,sucar
Schnuller,sucette
Saft,suc(c)
"nachfolgen, aufeinanderfolgen",succeder
"Erfolg haben, gelingen",successar
eine Prüfung bestehen,successar un exámine
Erfolg,successe
Nachfolge,succession
"nachfolgend, sukzessiv",successsiv
Nachfolger,successor
erfolgreich,successosi
"sich sorgen, sich kümmern",suciar
Sorge,sucie
Säugling,sucon
saftig,sucosi
Süßigkeit,sucrage
zuckern,sucrar
Zucker,sucre
"Konditorei, Zuckerbäcker",sucrería
Zuckergebäck,sucreríe
"Zuckerbäcker, Konditor",sucrero
Zuckerrohrplantage,sucriera
Zuckerdose,sucriere
"zuckrig, pappsüß",sucrosi
unterliegen,sucumber
Sauger,sucuore
"helfen, beistehen",sucursar
"Hilfe, Beistand",sucurse
Helfer,sucursor
"Stoß, Erschütterung",sucusse
"schütteln, erschüttern",sucusser
Süden,sud
Südamerika,Sud-America
schwitzen,sudar
Schwitzen,sudation
südlich,sudic
Südkorea,Sud-Koréa
Schweiß,sudore
schweißtreibend,sudorific
Schwaben,Suebia
nähen,suer
blasen,sufflar
"Soufflé, Eierauflauf",sufflé
Bläser,sufflero
"Leidender, Opfer",suffrente
Leiden,suffrentie
leiden,suffrer
"genügend, ausreichend",suficent
"Kompetenz, ausreichendes Vorhandensein",suficentie
"ausreichen, genügen",suficer
"Nachsilbe, Suffix",sufixe
erstickend,sufocant
ersticken,sufocar
"Ersticken, Erstickung",sufocation
ersticken,sufocativ
"Sufragette, Befürworter/in des Frauenwahlrechts",sufragette
eine Wählerstimme haben,sufragiar
Wählerstimme,sufragie
"eingeben, nahelegen",suggester
"Eingebung, Suggestion",suggestion
suggestiv,suggestiv
Selbstmord-,suicid
"sich selbst töten, Selbstmord begehen",suicidiar se
Selbstmord,suicidie
"Suite (Zimmerflucht, Gefolge)",suita
"Furche, Runzel",sulca
"eine Furche ziehen, runzeln",sulcar
löten,suldar
"Schweißer, Kesselflicker",suldero
Lötmittel,suldatura
Sulfat,sulfate
Sulfit,sulfite
Schwefel,súlfur
schwefelig,sulfuric
Schwefelgrube,sulfuriera
Sultanat,sultanatu
Sultan,sultane
"Summe, Betrag",summa
"summieren, zusammenrechnen",summar
Zusammenfassung,summarium
"prächtig, den Aufwand liebend, verschwenderisch",sumptuosi
Üppigkeit,sumptuositá
"Boden, Diele",suol
Bodenturnen,suol-gimnastica
Suppe,sup
Abendessen,supé
Abend essen,supear
über,súper
Supermarkt,súper-mercate
im Überfluss vorhanden sein,superabundantie
im Überfluss vorhanden sein,superabundar
"übertreffen, überragen",superar
"hochmütig, prachtvoll, stolz",superb
"Hochmut, Stolz",superbesse
"Hochmut, Stolz",superbie
überladen,superchargear
oberflächlich,superficial
Oberflächlichkeit,superficialitá
Oberfläche,superficie
überflüssig,superflú
überfließen,superfluer
Überflüssigkeit,superfluitá
"Suppenteller, Terrine",supiere
"Zusatzsteuer, Sondersteuer",superimposte
beaufsichtigen,superintender
"höher gelegen, überlegen, Ober-",superiori
"Überlegenheit, Vorrang",superioritá
Superlativ,superlative
übernatürlich,supernatural
überzählig,supernumerari
"Statist, Zusatzperson",supernumerario
übertreffen,superpassar
"überschreiten, über etwas hinwegschreiten",superpassuar
"übereinanderstellen, herüber legen",superposir
Übereinanderstellen,superposition
überschreiben,superscrir
Überschreibung,superscrition
überblicken,superspecter
Überblick,superspection
überblickend,superspectiv
Aberglaube,supersticie
abergläubisch,supersticiosi
"Aufpreis, Nachgebühr",supertaxe
"übersehen, überwachen, beaufsichtigen",supervider
"Überwachung, Beaufsichtigung, Supervision",supervision
überleben,superviver
Überleben,superviventie
Supinum,supine
"ausstechen, verdrängen",suplantar
hinzufügen,supleer
"Zuschlag, Zusatz",suplement
zusätzlich,suplementari
"Hinzufügung, Beifügung",suplemention
"anflehen, inständig bitten",suplicar
"martern, peinigen",supliciar
"Marter, Seelenpein, Todesstrafe",suplicie
"unterstützen, stützen",suportar
"Stütze, Unterlage, Träger",suporte
"annehmen, voraussetzen",suposir
angeblich,suposit
"Annahme, Voraussetzung",suposition
Affenzäpfchen (med.),supositorie
"oben, oberhalb",supra
herunter,de supra
"höchst, im höchsten Grade",suprem
Supremat,supremate
Vorrang,supremitá
"unterdrücken, streichen, auslassen",supresser
Unterdrückung,supression
unterdrückend,supressiv
Eiter,supur
eitern,supurar
auf,sur
aufeinander,sur un altru
taub,surd
taubstumm,surdimut
Dämpfer,surdine
Wade,sure
Surinam,Surinam
"Ersatz, Surrogat",surogate
"Überschuss, Rest",surplus
auf sich nehmen,surprender
überraschen,surprisar
Überraschung,surprise
überschreiben,surscrir
Überschreibung,surscrition
bespritzen,surspruzzar
Ausgang,surtida
"ausgehen, herausgehen, weggehen",surtir
Gehrock,surtut
Überwachung,survigilantie
überwachen,survigilar
"empfindlich, reizbar",susceptibil
"Empfindlichkeit, Reizbarkeit",susceptibilitá
Verdacht,suspecte
verdächtigen,suspecter
Verdächtigung,suspection
verdächtig,suspectiv
"aufhängen, aufschieben, einstellen, entheben, suspendieren",suspender
Aufschub,suspense
"Aufhebung, Entlassung, Suspendierung, Aufschiebung",suspension
aufschiebend,suspensiv
"Flüstern, Murmeln",susurrada
"flüstern, säuseln, murmeln",susurrar
"Priesterrock, Sutane",sutane
Zuhälter,sutenero
Nähen,sution
Näher,sutor
Näherin,sutora
"Naht, Fuge",sutura
"Souvenir, Andenken",suvenire
Schweden,Svedia
schlank,svelt
Schlankheit,sveltesse
Schwimmen,svimmada
schwimmen,svimmar
Schwimmbecken,svimm-bassine
Schwimmer,svimmator
Schwimmer,svimmero
Schwein,svin
Schweinestall,svin-stalle
Schweinestall,svinería
Ferkel,svinello
Schweinestall,sviniera
Schweinefleisch,svinine
Schweiz,Svissia
dort,ta
dorthin,a ta
Tabak,tabac
Tabakverkäufer,tabac-venditor
Bremse,tabane
tabellarisch,tabellari
Tabelle,tabelle
Tabernakel,tabernacle
Tisch,table
Tischtuch,table-toale
"frappante Szene, Ende eines Aktes (Theater)",tabló
Tabu,tabú
Tafel,tabul
Tabulator,tabulator
"Tablette, Plättchen",tabulette
"Fußbank, Sitzschemel",taburett
"schweigend, schweigsam",tacent
Schweigen,tacentie
schweigen,tacer
Aufgabe,tache
eine Aufgabe stellen,tachear
schweigsam,taciturn
Schweigsamkeit,taciturnitá
auftakeln (Schiff),taclar
Takel (Schiff),tacle
Takelage,tacleage
schweigsam,taciturn
Schweigsamkeit,taciturnitá
"verschwiegen, schweigsam",taciv
Takt,tacte
taktlos,sin tacte
"den Takt angeben, takten",tactear
Taktik,tactica
takisch,tactical
Taktiker,tactico
fühlbar,tactil
Fühlbarkeit,tactilitá
taktvoll,tactosi
Karamelbonbon,taffe
Taffet,taft
"solch, so",tal
"Talar, Amtstracht",talare
Talk,talc
Talent,talent
talentiert,talentosi
Taler,taler
"Figur, Wuchs",tallia
"schneidern, schneiden",talliar
Schnitt,tallie
Schneider,talliero
"Talisman, Glücksbringer",talismane
so (Adverb),talmen
Tand,talmi
"Absatz (Schuh), Schuhabsatz",talon
mit Absätzen versehen,talonar
Maulwurf,talpe
Maulwurfshügel,talp-tumul
so,tam
"genau … wie, so(viel) ... wie",tam ... quam
Trommel,tambur
trommeln,tamburar
Trommler,tamburero
Tamburin,tamburine
Trommler,tamburist
"jedoch, dennoch, indessen",támen
einstampfen,tampar
Tampon,tampon
tamponieren,tamponar
Schleie,tanche
"dann, damals",tande
Tandem,tandem
Stämpfen (Schiff),tangage
stampfen,tangar
Tangente,tangente
tangential,tangential
Tango,tango
Panzer,tank
gerben,tannar
Tein (Haut),tanne
Gerberei,tanneríe
Gerber,tannero
soviel,tant
insofern als,in tant que
Tante,tanta
Getappse,tappada
tappen,tappar
Tapete,tapete
"Tapioka, Tapiokamehl",tapioca
Teppich,tapisse
"Teppichknüpferei, Teppichmacherei",tapisseríe
Teppichmacher,tapissero
"Korken, Pfropfen",tapon
"Klopfen, Klaps",tappa
Tarantella,tarantella
Tarantel,tarantul
Löwenzahn,taráxaco
spät,tard
"sich verspäten, spät sein",tardar
langsam gehend,tardigrad
"Tarif, Gebührnis",tarif
Zeisig,tarine
Fußwurzel,tarse
"Tartan (Stoff), kleines Schiff",tartane
Torte,tarte
Törtchen,tartette
"Zahnstein, Weinstein",tartre
Tasche,tasca
Taschenlampe,tasca-lampe
Tasmanien,Tasmania
tasmanisch,tasmanian
Tastatur,tastatura
Tasse,tasse
Taste,taste
Tatarstan,Tataria
tatarisch,tatarian
tatarisch,tataric
Tatare,tataro
Tätowierung,tatuage
tätowieren,tatuar
Stierkämpfer,taureator
Stierkämpfer,taurero
Stier-,taurin
Stier,tauro
tautologisch,tautologic
Tautologie,tautologie
"Kneipe, Schenke, Wirtshaus",taverne
"Gastwirt, Schankwirt",tavernero
Taxometer,taxametre
"einschätzen, abschätzen",taxar
Einschätzung,taxation
Schätzer,taxator
Taxi,taxi
Dachs,taxon
Eibe,taxuo
Tschechische Republik,Tchec Republica
Tschechien,Tchekia
"dir, dich",te
Tee,té
Teekrug,tecruche
Teezeit (Mahlzeit),té-repaste
Teemaschine,té-urne
Teebüchse,tébuxe
Theater-,teatral
Theater,teatre
Teakbaum,tec
Technik,tecnica
technisch,tecnical
Techniker,tecnico
technologisch,tecnologic
Technologie,tecnologie
langweilig,tedant
"langweilen, ärgern",tedar
"langweilig, ärgerlich",tedarosi
Dach,tegment
Dachluke,tegment-fenestre
Dach decken,tegmentar
Dachdecker,tegmentero
Ziegel,tegul
Ziegler,tegulero
Telefon,telefon
Telefonnummer,telefon-numeró
telefonieren,telefonar
telefonisch,telefonic
Telefonist,telefonist
Telegraph (Gerät),telegraf
telegraphisch,telegrafic
Telegraphie,telegrafie
Telegraph (Person),telegrafist
Telegramm,telegramma
Teleologie,teleologie
telepathisch,telepatic
"Telepathie, Gedankenlesen",telepatíe
Teleskop,telescop
Fernsehen,television
Fernseher,televisor
Thema,tema
thematisch,tematic
"tollkühn, verwegen, wagemutig",temerari
"Wagemut, Verwegenheit",temeraritá
Wetter,tempe
Temperament,temperament
"lindern, mäßigen, mildern",temperar
"Linderung, Mäßigung",temperantie
Temperatur,temperatura
"Sturm, Gewitter, Unwetter",tempeste
stürmisch,tempestosi
Schläfe,tempie
Tempel,temple
Tempo,tempo
zeitlich,temporal
Zeit,témpor
von Zeit zu Zeit manchmal,de témpore a témpor
rechtzeitig,in just témpor
zeitlich,temporal
"temporär, übergangsmäßig",temporari
"zäh, hartnäckig",tenaci
"Zähigkeit, Hartnäckigkeit",tenacitá
"Handballen, Fußballen",tenare
Zelt,tenda
Tendenz,tendentie
"tendenziell, tendenziös",tendentiosi
"ausdehnen, ausstrecken, spannen",tender
Tender (Eisenbahn),tender
"gespannt, straff",tendet
Sehne,tendon
sehnig,tendonosi
"Zartheit, Weichheit, Zärtlichkeit",tendresse
"zart, weich, zärtlich",tendri
Finsternis,tenebre
finster,tenebrosi
Finsternis,tenebrositá
"halten, festhalten",tener
Griff,tenette
Bandwurm,tenia
haltbar,tenibil
Tennis,ténnis
"Zapfen, Pinne, Stift (mechanisch)",tenon
Tenor,tenor
"Inhalt, Gehalt (eines Schriftstück, Vortrages)",tenore
Spannung,tension
"Tentakel, Fühler, Tastfaden, Fühl-",tentacul
"in Versuchung führen, versuchen",tentar
Versuchung,tentation
versuchend,tentativ
Verführer,tentator
"versuchend, verführerisch",tentatori
Halt,tention
"dünn, fein, zart",tenui
"Dünnheit, Feinheit, Zartheit",tenuitá
"Theokratie, Gottesherrschaft",teocratie
theologisch,teologic
Theologie,teologie
Theologe,teologo
"Lehrsatz, Theorem",teorema
theoretisch,teoretic
theoretisieren,teoretisar
Theorie,teorie
Theosoph,teosof
lauwarm,tepid
"Glashaus, Treibhaus",tepidarium
therapeutisch,terapeutic
Therapeutik,tepapeutica
Therapie,terapie
Terrasse,terasse
Terpentin,terebintine
"Therme, Heißwasserquelle",terme
beendigen,terminar
"Termin, Frist",termine
"Ausdruck, Fachbegriff, Wort",término
Terminologie,terminologie
Endstation,terminus
Termite,termite
Thermometer,termometre
Erde,terra
Terrakotta,terracotta
Erd-,terral
"Gelände, Terrain, Land",terren
Campingplatz,terren de camping
Erdgeschoss,terr-etage
"erschrecken, entsetzen",terrer
"irdisch, Erd-",terrestri
schrecklich,terribil
"Terrine, tiefe Schüssel",terrine
"Schrecken, Terror",terrore
terrorisieren,terrorisar
Terrorismus,terrorisme
Terrorist,terrorist
Erdbeben,terr-tremore
ein Drittel,un ters
tertiär,tertiari
These,tese
Schalentier,testacé
Vermächtnis,testage
Testament,testament
testamentarisch,testamentari
testamentarisch vererben,testar
Erblasser,testator
Hoden,testicules
Zeuge,testimon
