English,Occidental
stand,"v. star. to ~ up: stantar se. to ~ against: oposir, resister. to ~ back: retirar se, recular; (as candidate) presentar se; (endure) tolerar; (~ still) haltar, ne mover se. ~ out: prominer; n. stative, pedestale, suport, porta-; (for spectators) podium"
standard,"a. uniform; n. (ensign) standarte (-ario); (measure) norme, standarde (-isar), criterie, mesura; (of knowledge) gradu; (weights and measures) etalon"
stand-by,"reserve, suporte"
standing,"a. permanent, constant; n. rang, reputation; duration"
standpoint,"vis-punctu, sta-punctu"
standstill,"cessation, inmobilitá, halta"
stanza,stance
staple,"a. chef, principal"
star,"stelle (-ari), astre, sídere; (print.) stellette. asterisco. ~ gazer: astrologo; (stage etc.) star"
starboard,stirborde
starch,n. amidon; v. (in)amidonar
starchy,amidonal; formal
stare,regarde fix o ínpudent; v. regardar fixmen
stark,"rigid; pur, absolut, tot"
starling,sturne
starry,"stellosi, stellut"
start,"n. (sport) starte (-ar); prim passu, move ínvoluntari; v. comensar, initiar, activar; departer"
startle,"aterrer, chocar, alarmar"
startling,consternant
starvation,"fame, famine"
starve,(intr.) famear; (tr.) afamar
state,"n. (polit.) state; (condition) statu, condition; pompe, gala; a. statal; ceremonial; v. dir, narrar, declarar, asserter"
stately,"majestic, digni"
statement,"declaration, raporte; explication, assertion; (table, list) etate"
statesman,"statmann, ministro"
static,~. statics: statica
station,posto; (rail.) station; (rank) rang; v. postar
stationary,"stationari, fix"
stationer,paperero (-eríe)
stationmaster,chef de station
statistical,statistic. statistics: statistica
statistician,statistico
statuary,"statues, sculptura; (person) statuario"
statue,"statue (-esc, -ette), figura"
stature,statura
status,rang. ~ quo: statu-quo
statute,"~ (-ari), lege"
staunch,"fidibil, loyal, firm; v. desanguar, far haltar"
stave,n. baston; (of barrel) doga; v. to ~ in: brechar
stay,"n. apoy; (naut.) stag; sejorne, restada: v. restar, remaner; retardar; (uphold) apoyar, subtener; (arrest) haltar"
stays,corsete
stead,loc(o)
steadfast,"constant, firm, loyal, resolut"
steady,"a. secur, stabil, firm; assidui; sobri, constant; v. securar"
steak,bifstec
steal,furter; ear furtivmen
stealth,"by ~: furtivmen, insidiosimen"
steam,n. vapor; v. vaporear
steam-engine,vapor-machine
steamer,vapor-nave
stearine,~
steel,"n. stal (-atri, -in); v. adurar, stalisar"
steep,"a. declivi (-tá), scarp; v. macerar"
steeple,"turr-punte, pinacul"
steer,"n. bovello; v. directer, pilotar, guidar, navigar, stirar. steering wheel: stir-rote"
steerage,"timonage, pilotage. ~ passenger: passagero del triesim classe"
stellar,"stellari, astral"
stem,"n. stípite; (naut.) stem; v. obstructer, haltar"
stench,"mal-odor, fetore"
stencil,n. ~ (-ar)
stenographer,"stenograf (-ar, -ic, -ie)"
stentorian,"de stentor, stentoric; stentoresc"
step,"n. passu; (of stairs) scalun. ~ by ~: passu pos passu; v. far un passu, passuar. to ~ in: intrar"
step-brother,step-fratre
steppe,~
to take steps|steps,"* penar se, prender mesuras"
stereoscope,stereoscop (-ic)
stereotype,"stereotip (-ar, -ic, -at)"
steril,"~ (-isar, -itá), ínfecund"
sterlet,sterlete
sterling,"genuin, provat; (fin.) sterling"
stern,a. severi (-tá)s rigorosi; n. sterne
sternum,~
stethoscope,"stetoscop, auscultator, auscultuore"
stevedore,"stivator, cargator"
stew,"n. stovage; (fruit) compot; v. stovar, compotar"
steward,"intendante, agente, econom, menagero; (ship's ~) servitor"
stick,"n. baston, verge; canne; v. glutinar; (bills) afichar; (adhere) adherer; (remain) restar. to ~ at: haltar avan. to ~ out: prominer"
sticky,"glutinosi, adhesiv"
stiff,"rigid, ínflexibil, obstinat; formal; fort"
stiffen,"arigidar, far rigid; (intr.) devenir rigid"
stifle,"sufocar, represser"
stigma,"~ (-tic, -tisar)"
stile,"passuore, pontette"
stiletto,stilette
still,"calm, quiet, seren, silent; ínmobil, tranquil; adv. (however) támen. ~ more: ancor plu; n. distill-aparate, alambic; v. calmar, quietar, contentar"
still-born,mort-nascet
stilt,"stelte, marchette"
stilted,"pomposi, formal"
stimulant,stimulative
stimulate,"stimular (-ation); excitar, spornar"
stimulus,stimul
sting,n. pica; (organ of insect) agullion
stinging,"picant, pungent"
stingy,"avari (-tá), mesquin"
stink,"v. mal-odorar, feter (-id); n. malodore"
stint,"v. limitar, restricter"
stipend,"stipendie (-iari, -iario)"
stipple,"v, puntillar (-age)"
stipulate,stipular (-ation)
stipulation,clausul
stir,"v. incitar, agitar; mover se; n. tumultu"
stirrup,"strippe, pediero"
stitch,"v. suer; n. lace, mallie; (pain) dolore de coste"
stoat,hermeline
stock,"n. trunc; (race) rasse; (comm.) capitale; (of wares) stock; assortiment; (flower) levcoye, gilliflor. stock-piece: pezze de repertorie; (gun) clopp; v. furnir, provisionar. to take ~: inventariar. take ~ of: rendir se conte pri"
stockade,n. palissade
stockbroker,curtagero
stock exchange|stock|exchange,bursa
stockholder,"rentero, actionario"
stocking,strumpe
stock-jobber,"agiotator, bursero"
stocks,(fin.) actiones; (for ships) staple; (for punishment) pilorie
stoical,stoic. stoic: stoico
stoke,"v. munir. stoker: calentator, foyero"
stolid,"~, flegmatic"
stomach,"n. stomac, epigastre, panse; apetite; v. digester"
stone,"n. petre, lápide; (of fruit) nucleo, grane; (gem) juvel. ~ age: epoca de petre. ~ quarry: petriera; a. de petre, petric. petrin, lito-; v. (pelt) lapidar; (fruit) degranar, denuclear"
stony,lapidosi; petratri; cruel
stook,"n. garbage, fasce de garbes"
stool,"scabelle, taburette"
stoop,"v. clinar se, bassar se; humilar se"
stop,"v. (cease) cessar; haltar, stoppar; (teeth) plombar; n. halta; (full ~) punctu; (halting place) etape"
stoppage,"n. obstruction, impediment; deduction"
stopper,n. tampon
storage,magasinage
store,"n. provision; quantitá; abundantie; (place) magasine, depó, arsenale; (shop) butíca; v. acumular, provisionar; inmagasinar; (the mind) inrichar storey: etage"
stork,storc
storm,"~ (-i, -osi), tempeste , burasca; v. stormear; (rage) furer; (mil.) assaltar, storm-ataccar story: historie, raconta; fabul; (a lie) mentie. short ~: novelle"
stout,corpulent; brav; (strong) fort
stove,forne; (primus ~) forne portabil
stow,"v. stivar (-ation, -ator), cargar"
stowaway,n. ciec passagero
straddle,"escartar li gambes, star, li gambes furcat"
straggle,trenar se. straggler: trenard
straight,"a. rect, direct; honest; adv. strax, ínmediatmen"
straighten,rectificar
strain,"n. tension; (pressure) pression; (race) rasse; v. tender, efortiar se; (sieve) cribellar"
strainer,"cribelle, filtre"
strait,a. strett; n. strette; desfacilitá
straitjacket,corsete restrictiv
strand,"n. (shore) rive; (of rope) cordun; v. strandar. to be stranded: misviar, misviagear"
strange,"strangi, extran, foren. stranger: ínconossete"
strangle,strangular (-ation)
strap,n. ~
stratagem,"stratagema, artificie"
strategist,"stratego (-ic, -ie)"
stratify,stratificar (-ation)
stratum,strate
straw,pallie
strawberry,frespere (-iero)
stray,"v. vagar, deviar, errar, divagar"
streak,n. strie (-ar)
stream,"fluvie, riverette. down ~: a valley. up ~: a monte"
streamer,banderol
street,"strada, via"
strength,"fortie, vigore. on the ~ of: fidente a"
stpengthen,"infortiar, fortificar"
strenuous,"strapaciosi, vigorosi"
stress,"n. emfase (-ar); accentu (-ar); tension, fatiga"
stretch,v. tender; alongar (se); extender se; exagerar. at a ~: sin intermittentie
stretcher,portuore
strew,"(dis)jettar, (dis)semar, disperser"
stricken,aflictet
strict,"severi (-tá), strict (-ease), exact"
stricture,"critica, desaprobation; (med.) constriction"
stride,un long passu; v. ear per long passus
strident,~
strife,"lucte, dispute, querelle, conflicte"
strike,"v. batter, dar un colpe; (mint) monetar; (a flag) abassar. it struck him that...: venit le in mente que...; n. (of workers) bastament (-ar, -ero)"
striking,"remarcabil, frappant, impressiv"
string,"n. corde; serie; v. incordar, infilar"
stringed instrument|stringed|instrument,cord-instrument
stringent,"severi, strict"
strip,"v. denudar; (undress) devestir; spoliar, privar; n. strie"
stripe,n. strie (-ar)5 (mil.) galon
stripling,yuno
strive,"penar, luctar"
stroke,"n. batte, colpe; atacca, paralise; (hyphen) tiré; (with pen) streca; v. caressar"
stroll,vagar (-ada)
strong,"fort, robust, vigorosi; rancid"
stronghold,"citadelle, forteresse"
strop,strap (de cute)
structure,"structura (-al), edificie"
struggle,"v. luctar, combatter; stramplar; n. lucte"
strumpet,"prostituta, hetera"
strut,"v. paradar, afectar, strucear, ear fiernen; n. pal de apoy"
strychnine,stricnine
stubble,stopple
stubborn,"obstinat, ínflexibil, renitent"
stucco,stucca (-ar)
stud,buton. stud-farm: cavall-elevatoria
student,studiante; scolero
studied,"premeditat, intentet"
studio,ateliere
study,"v. studiar; n. studie (-osi); (room) scritoria, studia(toria)"
stuff,"n. stoffe, materie; v. stuffar (-age); (cul.) farcear"
stuffy,"opressiv, sufocant"
stultify,"stultificar, futilisar"
stumble,"v. mispassuar, cadettar"
stump,~
stun,aturdir; far ínconscient; stupefar
stunning,mirobolant; aturdient
stunted,"nani, stumpat, demí-crescet"
stupefy,"stupefar (-ation, -ant), narcotisar"
stupendous,"vastissim, gigantic, colossal"
stupid,"~ (-itá), folli; (stupefied) ínsensibil"
stupor,"stupore, letargie"
sturdy,"robust, fort"
sturgeon,stur
stutter,v. balbutiar
sty,"svinstalle, sviniera"
stye,hordeol
style,"stil (-ist, -istica); (of clothes) fasson; (fashion) moda; v. titular"
suave,suavi (-tá)
subaltern,a. subordinat; n. subaltern-oficero
subdue,"v. subjugar; victer, amansar, conquestar"
subject,"n. subjecte, tema; (person) subjecte, guvernate; a. guvernat, subject; v. subjecter (-ion); submisser, submetter"
subjugate,subjugar (-ation)
subjunctive,~
sublime,"sublim (-at, -itá)"
submarine,"a. submarin; n. ~, nave submersibil"
submerge,submerser (-ion)
submit,"v. submetter, submisser (-iv, -ion), suggester; presentar"
subordinate,"v. subordinar (-at, -ation)"
subpoena,n. mandate judical
subscribe,"(to periodical) abonnar (-ator, -ament); (to a society) cotisar? (to contribute) contribuer; (sign) subscrir (-tion)"
subsequent,~
subservient,"~, auxiliatori"
subside,diminuer; (sink down) afundar se; (of wind) calmar se
subsidiary,"a. auxiliari; n. sucursale, filiale"
subsidy,"subsidie (-iar), subvention (-ar)"
subsist,"subsister (-entie), exister"
subsoil,subsuol
substance,"substantie (-al, -ar)"
substantive,"~ (-ic, -isar)"
substitute,"v. substituer (-tion), remplazzar, vicear; n. surogate; (person) vicario"
subtangent,subtangente
subterfuge,"~, evasion"
subterranean,subterran
subtle,"subtil (-itá, -isar), delicat"
subtract,subtraer (-ation)
suburb,suburbe (-an)
subvention,~ (-ar)
subvert,"subverter (-siv, -sion)"
subway,"via subterran, sub-passage"
succeed,"v. successar, prosperar; (follow) succeder, sequer. to ~ to: heredar"
success,"successe. successful: felici, successosi"
succession,"~, heredie; (series) serie"
successor,~
succinct,"concis, resumat"
succour,"sucurse (-er, -or)"
succulent,succosi
succumb,sucumber
such,tal. ~ a person: un tal person
suck,sucar; aspirar. ~ up: absorpter
sucker,(hort.) sarment; (mech.) piston; (ent.) sucuore
suckle,alactar
suckling,"sucon, bebé, alacton"
suction,(mech.) aspiration
sudden,subit (-men)
sudorific,~
suds,"sapon-lixive sue: (legal) processuar. to ~ for: petir, petitionar, eitar avan li tribunale, proceder contra"
suet,grasse del ren
suffer,suffrer; tolerar. ~ want: indiger
sufferer,"suffrente, victime, patiente"
suffering,a. suffrent (-ie)
suffice,"suficer (-ant, -entie)"
suffix,sufixe (-al)
suffocate,sufocar (-ation)
suffrage,sufragie (-iette)
suffragan,~
suffuse,expander se súper; colorar
sugar,"n. sucre (-ar, -in, -osi). ~basin: sucriere. ~ plantation: sucriera"
suggest,"suggester (-iv, -ion)"
suicide,"(person) ~ (-al); (act) suicidie, self-mortation. to commit ~: suicidiar"
suit,n. (legal) processu; suplication; (clothes) vestiment; (cards) sequentie; v. convener; pleser a
suitable,"convenent (-ie), apt"
suitcase,valise
suite,suita; serie
suitor,"aspirante, suplicante"
sulk,budar; esser de mal humore
sullen,morosi
sully,"delustrar, sordidar"
sulphate,sulfate
sulphide,(of zinc) blende
sulphite,sulfite
sulphur,"súlfur (-ic, -isar, -iera)"
sultan,"sultane (-atu, -essa)"
sultana,micri rosine
sultry,"sufocant, opressiv"
sum,"n. summa, totale; (arith.) calcul, exemple; v. to ~ up: resumar; (add) addir"
summarise,resumar
summary,"compendie, summarium"
summer,estive (-al)
summit,"sómmite, cime, cúlmine"
summon,"advocar, convocar; citar avan li tribunale"
summons,"citation, apelle"
sumptuous,"sumptuosi, luxuosi"
sun,n. sole (-ari). ~beam: radie del sole. ~shine: luce del sole. ~stroke: colpe del sole. ~rise: ascension del sole. ~set: descension del sole; v. insolar se
sunday,soledí
sunder,"separar, divider"
sundial,sol-horloge
sundry,"diversi, varie. sundries: diversages"
sunflower,tornasole
sunny,"lucent, brilliant"
sunshade,parasole
sup,"supear, inboccar"
superannuate,pensionar
superb,"~ (-ie), magnific"
supercilious,"desdigni, fierach, orgolliosi"
supererogation,a work of ~: superflú bonitá
superficial,~ (-itá)
superficies,superficie
superfine,"superfin, finissim"
superfluous,superflú (-itá)
superimpose,superposir
superintend,"superintender (-nte), supervider, controlar"
superior,"a. superiori (tá); n. superiors, chef"
superlative,"a. superlativ, bonissim; n. (gramm.) superlative"
supernatural,~. the ~: lu supernatural
supernumerary,a. supernumerari; n. supernumerario
superscribe,superscrir (-ition)
supersede,"deposir, deplazzar; substituer, remplazzar"
superstition,"miscrede, supersticie (-osi)"
supervene,"supervenir, evenir ínexpectatmen"
supervise,"supervider, inspecter, controlar"
supine,"a. inert, indolent; n. (gramm.) supine"
supper,"supé (-ar), repaste vesperal"
supplant,"suplantar, deplazzar"
supple,flexibil
supplement,"v. supleer (-ment, -mental, -mentari)"
supplicate,"suplicar (-ation, -ator, -ante)"
supply,"v. furnir, munir (per), liverar, provisionar; n. provision, assortiment. ~ and demand: oferta e demande"
support,"v. apoyar, subtener, suportar; alimentar; n. suporte, apoy, subtention. means of ~: victuales; revenú"
suppose,suposir (-ition)
suppress,"supresser (-ion, -iv)"
suppurate,"supurar (-ativ, -ation)"
supreme,suprem (-itá)
surcharge,supertaxe
sure,"cert, secur; fidibil. ~ enough: e vermen. to be ~: comprende se"
surety,certitá; (guarantor) garante; (bail) caution
surf,"mar-creste, mar-undes"
surface,superficie (-al)
surfeit,excesse; v. saturar
surge,"marear, undear (-ation), undular"
surgeon,chirurgo (-ic)
surgery,"chirurgie; (place) cabinete, chirurgia"
surly,"morosi, rud"
surmise,"v. conjecter (-ion, -ura)"
surmount,"superar, victer"
surname,"nómine familial, surnómine"
surpass,superar; exceder
surplice,stola
surplus,"a. superflú; n. excesse, rest, excedentie, surplus"
surprise,n. surprise (-ar)
surrender,"v. ceder, capitular; renunciar"
surreptitious,"furtiv, secret"
surrogate,"surogate, substitute"
surround,"cernar, circumdar. surroundings: circumité"
surtax,superimposte
survey,"explorar; (scan) regardar, supervider; inspecter (-ion); (land) mesurar (-ator, -age); far un expertise; n. super-regarda; expertise"
surveyor,agremesurator
survive,"perviver, superviver (-ante)"
survival,superviventie
susceptible,"susceptibil (-itá), impressibil, sensibil"
suspect,"a. ~ (-er, -ion, -iv); n. suspecte; v. (~ that) conjecter que"
suspend,"suspender (-siv, -sion)"
suspenders,porta-strumpes
suspense,"~, íncertitá"
suspicion,suspection
suspicious,suspectiv; (open to suspicion) suspectibil
sustain,"subtener, suportar; suffrer; continuar"
sustenance,nutriment
sutler,cantinero
suture,sutura (-al)
swab,"n. vatte a essuyar; v. vattar, nettar, scurar"
swaddle,circumvoluer
swagger,"v. strucear, fanfaronar. swaggering: bravach; n. bravade"
swain,rustico; (lover) amante
swallow,n. hirunde; v. (in)glotir
swamp,"morasse, palude"
swan,cigne (-atri)
sward,"herbe, gazon"
swarm,"n. formication, turbul. ~ of flies: moscallia; v. formicar, turbular"
swarthy,"brun, nigratri"
sway,"dominion, influentie (-ar); v. oscillar, chancelar"
swear,"blasfemar, maledir; (on oath) jurar. to ~ in: far jurar"
sweat,"sudar, transpirar (-ation); n. sudore"
swede,(turnip) svedesi nap
sweep,balayar; (as wind) chassar. chimney sweeper; chimené-balayero
sweepings,balayallia
sweepstakes,cavall-currida u li premie consists in li recivage
sweet,"dulci, sucrosi; n. bonbon; (dish) sucrage"
sweeten,adulciar; sucrar
sweetheart,"amata, inamorato"
swell,"inflar, crescer; tumer; dilatar; expander se; n. undeada"
swelling,"tumore, inflatura, túbere"
sweltering,"sufocant, opressiv"
swerve,"deviar, detornar se"
swift,"a. rapid, veloci; subit; n. (bird) cipsel"
swill,v. trincachar; n. lavatura
swim,"v. svimmar, flottar. my head swims: yo have vertígine. swimming bath: piscine, svimm-bassine"
swindle,"(de)fraudar, decepter"
swine,"svine(s) (-atri, -ero)"
swing,"pendular, oscillar; (tr.) brandisser; far flirtar. ~ round: tornar se; (the arms) brassear; n. (swings) balansuore"
swirl,virle (-ar)
switch,"v. comutar (-ator, -ation). ~ off: decomutar; n. (rail.) rel-changeator; (elec.) changeator, regulator"
swivel,n. pivot
swoon,v. evanescer (-ement)
swoop,"v. precipitar se sur, plongear sur, sursaltar"
sword,"espade, gladie (-iar)"
sycamore,platan-acere; (egyptian) sicomore
sycophant,"adulator servil, sicofante (-ie), parasite"
syllabe,síllabe (-arium)
syllabus,programma
syllogism,sillogisme
sylph,silfa
sylvan,"silval, silvin"
symbiosis,simbiose
symbol,"simbol (-ic, -isar, -isme)"
symmetry,simetrie (-ic)
sympathy,simpatíe; condolentie
sympathetic,simpatic
symphony,simfonie (-ic)
symposium,simposium
symptom,simptoma (-tic)
synagogue,sinagoga
synchronize,sincronisar (-ation)
syncope,sincope
syndicate,sindicatu
synecure,sinecura
synod,sinode
synonymous,sinonim
synopsis,sinopse (-tic. -tica)
syntax,sintaxe (-actic)
synthesis,sintese (-tic)
syphilis,sifilise
syphon,sifon (-ar)
syren,(myth.) sirena
syringa,lila
syringe,"v. spruzzar (-uore), injecter"
syrup,"sirop (-osi), melasse"
